group,gender,status,reunion_class,having_children,n_children,children_category,income,metric,metric_value,munimums_value,n
HBS,Women,single,15th,yes,3,3+,250k-500k,Life satisfaction,7.6,9.5,6
HBS,Women,single,40th+,yes,3,3+,250k-500k,Meaningfulness,1.1,9.2,10
HBS,Men,in a relationship,40th+,yes,3,3+,500k-1m,Joy,2.4,5.5,2
Xilio,Women,single,1st,yes,1,1,Less than 150k,Meaningfulness+,0.7,7.6,9
HBS,Women,in a relationship,30th,yes,2,2,250k-500k,Achievement,1.1,9.7,5
Xilio,Women,single,20th,yes,3,3+,500k-1m,Joy,0.7,8.9,4
Xilio,Women,in a relationship,5th,no,0,0,500k-1m,Joy,9.2,5.5,3
HBS,Women,in a relationship,35th,no,0,0,More than 1m,Meaningfulness+,3.3,7.7,1
Xilio,Men,single,40th+,yes,2,2,150k-250k,Joy,9,6.6,1
Xilio,Women,in a relationship,10th,yes,3,3+,500k-1m,Life satisfaction,4.6,5.9,7
Xilio,Women,in a relationship,25th,yes,2,2,More than 1m,Achievement,4.4,7.1,2
Xilio,Men,single,1st,yes,3,3+,250k-500k,Joy,6.4,7.7,3
HBS,Women,single,20th,yes,3,3+,150k-250k,Joy,9,8.8,1
IWF,Women,single,25th,yes,1,1,250k-500k,Life satisfaction,7.9,5.9,2
Xilio,Men,single,30th,yes,1,1,Less than 150k,Meaningfulness+,6.9,9,3
IWF,Women,single,30th,yes,3,3+,Less than 150k,Life satisfaction,3,5.1,6
IWF,Women,in a relationship,25th,yes,1,1,Less than 150k,Meaningfulness+,9.4,8.1,10
HBS,Women,single,35th,yes,3,3+,150k-250k,Meaningfulness,8.6,5.9,1
HBS,Men,in a relationship,35th,yes,3,3+,500k-1m,Meaningfulness,4.9,6.9,5
IWF,Women,single,35th,yes,1,1,500k-1m,Meaningfulness+,3.6,5.4,2
Xilio,Men,single,20th,yes,3,3+,500k-1m,Meaningfulness,6,9.2,5
IWF,Women,in a relationship,10th,no,0,0,Less than 150k,Achievement,0.7,5.6,10
HBS,Men,in a relationship,5th,no,0,0,Less than 150k,Meaningfulness,5.7,7.1,2
IWF,Women,in a relationship,5th,yes,2,2,More than 1m,Life satisfaction,7.6,6.2,10
Xilio,Women,in a relationship,20th,yes,3,3+,More than 1m,Life satisfaction,5.9,6.9,4
IWF,Men,single,5th,yes,1,1,Less than 150k,Joy,7.1,8.9,2
Xilio,Women,in a relationship,30th,no,0,0,250k-500k,Life satisfaction,9,9.8,2
IWF,Women,single,20th,yes,2,2,500k-1m,Life satisfaction,5.5,6.7,2
Xilio,Women,single,35th,no,0,0,Less than 150k,Meaningfulness,0.3,9.3,7
IWF,Women,single,15th,no,0,0,More than 1m,Life satisfaction,6.9,6.6,9
Xilio,Women,single,10th,yes,1,1,More than 1m,Meaningfulness,9.6,8.3,5
HBS,Men,single,5th,yes,3,3+,More than 1m,Joy,9.2,5.7,5
Xilio,Men,in a relationship,25th,yes,3,3+,250k-500k,Joy,1,9.2,1
Xilio,Women,in a relationship,40th+,yes,2,2,150k-250k,Joy,3.7,7.2,7
Xilio,Men,single,20th,yes,2,2,150k-250k,Achievement,3.2,9.1,10
IWF,Men,in a relationship,10th,no,0,0,More than 1m,Meaningfulness+,8.4,9.2,8
IWF,Men,single,5th,yes,3,3+,500k-1m,Meaningfulness,4.8,5.9,2
IWF,Women,single,35th,yes,1,1,250k-500k,Meaningfulness,2.9,8.9,10
HBS,Women,single,5th,yes,1,1,500k-1m,Joy,1.7,9.4,3
Xilio,Men,single,35th,no,0,0,150k-250k,Achievement,9.2,8.9,2
HBS,Women,single,10th,yes,1,1,150k-250k,Meaningfulness,8.4,9.1,9
IWF,Women,single,30th,yes,2,2,Less than 150k,Meaningfulness+,4.3,8.4,2
Xilio,Men,in a relationship,20th,yes,2,2,Less than 150k,Achievement,6.2,9.9,10
Xilio,Women,in a relationship,30th,yes,3,3+,More than 1m,Joy,4.1,5.6,4
IWF,Women,single,1st,no,0,0,250k-500k,Meaningfulness+,3.7,9.2,3
HBS,Women,single,1st,no,0,0,150k-250k,Meaningfulness+,7.3,8,9
HBS,Men,single,5th,yes,1,1,500k-1m,Achievement,2.7,9.1,1
IWF,Women,in a relationship,10th,yes,1,1,Less than 150k,Life satisfaction,7.3,6.4,2
HBS,Men,single,10th,yes,2,2,150k-250k,Life satisfaction,5.7,5.4,8
HBS,Women,in a relationship,1st,yes,2,2,150k-250k,Meaningfulness+,9.3,7.1,2
HBS,Women,single,1st,no,0,0,Less than 150k,Life satisfaction,5.7,9.1,6
IWF,Men,single,30th,no,0,0,More than 1m,Joy,6.8,9.4,4
Xilio,Men,in a relationship,20th,no,0,0,More than 1m,Meaningfulness+,8.9,7.7,9
IWF,Women,single,30th,no,0,0,250k-500k,Achievement,8.4,7.7,7
Xilio,Women,single,1st,yes,3,3+,500k-1m,Life satisfaction,9.9,7,1
IWF,Women,single,15th,yes,3,3+,Less than 150k,Life satisfaction,7.5,8.3,5
IWF,Women,in a relationship,20th,yes,1,1,More than 1m,Life satisfaction,8.9,8.8,5
IWF,Men,single,35th,yes,3,3+,500k-1m,Joy,3.2,8.4,1
HBS,Men,in a relationship,20th,no,0,0,250k-500k,Life satisfaction,9.4,9.4,4
Xilio,Men,in a relationship,15th,yes,2,2,150k-250k,Meaningfulness,9,8.5,5
Xilio,Women,single,15th,yes,2,2,150k-250k,Achievement,0.1,8.7,5
Xilio,Men,in a relationship,40th+,no,0,0,150k-250k,Meaningfulness+,1.7,5.7,2
Xilio,Women,in a relationship,10th,no,0,0,More than 1m,Joy,4.7,6.4,8
HBS,Women,single,35th,yes,1,1,500k-1m,Life satisfaction,8.5,8.2,4
IWF,Women,in a relationship,35th,yes,1,1,More than 1m,Life satisfaction,4.2,8.4,8
HBS,Women,in a relationship,40th+,yes,3,3+,500k-1m,Life satisfaction,1.9,9,3
Xilio,Men,single,30th,yes,3,3+,500k-1m,Achievement,9,7.4,5
IWF,Women,in a relationship,25th,yes,2,2,Less than 150k,Meaningfulness+,8.4,5.8,10
HBS,Women,in a relationship,25th,no,0,0,250k-500k,Joy,8.7,6.5,8
IWF,Women,single,30th,yes,2,2,500k-1m,Achievement,4.6,6.5,5
HBS,Women,in a relationship,15th,yes,3,3+,Less than 150k,Joy,6.1,6.9,7
IWF,Women,single,35th,no,0,0,150k-250k,Joy,5.1,5.1,7
HBS,Men,in a relationship,30th,yes,1,1,500k-1m,Achievement,0.3,9.5,7
IWF,Women,single,1st,yes,1,1,500k-1m,Meaningfulness,9.7,8,9
HBS,Men,in a relationship,35th,yes,2,2,250k-500k,Achievement,7.7,8.2,6
HBS,Women,single,10th,yes,3,3+,Less than 150k,Life satisfaction,2.2,7.2,7
HBS,Women,single,1st,yes,3,3+,500k-1m,Achievement,3.7,6.9,10
Xilio,Men,in a relationship,30th,yes,2,2,250k-500k,Achievement,8.5,5.6,3
Xilio,Men,in a relationship,25th,yes,3,3+,More than 1m,Life satisfaction,7.7,8.2,7
IWF,Women,single,15th,no,0,0,More than 1m,Joy,2.5,6.6,10
IWF,Men,single,10th,yes,1,1,More than 1m,Achievement,0.8,8.3,3
HBS,Women,in a relationship,5th,no,0,0,250k-500k,Achievement,5.1,5.4,4
HBS,Women,in a relationship,10th,yes,2,2,250k-500k,Life satisfaction,2.6,6.6,4
IWF,Men,in a relationship,35th,no,0,0,250k-500k,Achievement,4.5,9.1,6
IWF,Women,in a relationship,20th,yes,1,1,More than 1m,Meaningfulness+,3.7,6.2,9
HBS,Men,in a relationship,20th,yes,1,1,250k-500k,Meaningfulness+,9.7,6.1,4
IWF,Women,in a relationship,40th+,no,0,0,150k-250k,Achievement,4.7,7.8,6
HBS,Men,in a relationship,30th,yes,2,2,500k-1m,Life satisfaction,9,8.5,4
Xilio,Women,in a relationship,1st,yes,1,1,Less than 150k,Joy,1.4,6.3,7
IWF,Men,in a relationship,1st,yes,3,3+,150k-250k,Meaningfulness+,5.3,7,3
Xilio,Men,single,20th,yes,3,3+,Less than 150k,Meaningfulness+,0.2,8.7,6
IWF,Women,single,30th,yes,1,1,150k-250k,Meaningfulness+,5.5,8.3,3
HBS,Men,in a relationship,30th,yes,3,3+,More than 1m,Achievement,2.2,6.7,1
Xilio,Men,single,25th,yes,3,3+,More than 1m,Joy,5.3,6.3,3
IWF,Women,in a relationship,5th,yes,2,2,250k-500k,Achievement,3,8.3,9
HBS,Women,in a relationship,40th+,yes,1,1,Less than 150k,Meaningfulness+,0.8,9.1,3
HBS,Men,in a relationship,25th,yes,2,2,500k-1m,Achievement,3.1,7.7,2
IWF,Women,in a relationship,35th,yes,3,3+,500k-1m,Life satisfaction,0.5,7.3,6
IWF,Men,single,10th,no,0,0,500k-1m,Meaningfulness,8.2,7.7,5
IWF,Men,in a relationship,30th,yes,3,3+,250k-500k,Meaningfulness,4.3,8.4,2
IWF,Women,in a relationship,35th,yes,2,2,250k-500k,Joy,3.3,8.4,5
Xilio,Men,single,10th,yes,2,2,Less than 150k,Meaningfulness,4.2,8.4,10
HBS,Men,single,1st,yes,1,1,150k-250k,Joy,3.6,9.6,2
HBS,Men,single,20th,yes,2,2,Less than 150k,Achievement,2.3,8.9,9
IWF,Women,in a relationship,25th,no,0,0,150k-250k,Meaningfulness+,1.9,8.2,7
IWF,Women,single,1st,yes,3,3+,500k-1m,Meaningfulness,1.9,7.6,10
Xilio,Women,single,40th+,yes,1,1,250k-500k,Meaningfulness,7.2,9,3
HBS,Men,in a relationship,15th,yes,1,1,500k-1m,Joy,4.8,8.3,3
IWF,Women,in a relationship,10th,yes,3,3+,250k-500k,Achievement,1.6,6.2,2
HBS,Men,single,10th,no,0,0,250k-500k,Life satisfaction,9.6,6.4,4
IWF,Men,in a relationship,25th,yes,3,3+,150k-250k,Joy,6.9,6.7,2
IWF,Women,in a relationship,15th,no,0,0,Less than 150k,Meaningfulness,3.6,5.1,10
IWF,Men,single,40th+,no,0,0,Less than 150k,Achievement,8.5,9.3,3
IWF,Women,in a relationship,5th,yes,3,3+,Less than 150k,Meaningfulness+,8.7,9.1,3
HBS,Men,in a relationship,40th+,no,0,0,More than 1m,Meaningfulness,8.3,8.9,4
IWF,Men,single,10th,yes,3,3+,More than 1m,Achievement,4,7.6,6
HBS,Men,single,1st,yes,1,1,Less than 150k,Meaningfulness+,2.8,8,7
HBS,Women,single,15th,yes,1,1,150k-250k,Achievement,6.2,6,9
HBS,Men,single,15th,yes,3,3+,150k-250k,Life satisfaction,8.6,5.8,2
Xilio,Men,single,5th,yes,3,3+,Less than 150k,Life satisfaction,9.9,5.9,7
Xilio,Women,single,10th,yes,3,3+,More than 1m,Meaningfulness+,0.2,9,3
HBS,Women,single,1st,yes,1,1,Less than 150k,Joy,6.2,7.4,9
Xilio,Men,in a relationship,15th,yes,1,1,150k-250k,Meaningfulness,5.9,7.2,7
HBS,Women,single,15th,yes,3,3+,250k-500k,Meaningfulness+,2.6,5.1,10
Xilio,Women,single,30th,no,0,0,Less than 150k,Achievement,9.7,8.8,6
Xilio,Men,in a relationship,1st,no,0,0,500k-1m,Joy,0.4,9.5,9
Xilio,Women,in a relationship,5th,yes,1,1,500k-1m,Joy,7.5,6.5,2
IWF,Women,single,20th,yes,1,1,More than 1m,Meaningfulness,3,7,9
IWF,Women,in a relationship,35th,no,0,0,More than 1m,Achievement,5.6,5.2,6
HBS,Men,in a relationship,15th,yes,1,1,150k-250k,Achievement,8.4,7.7,3
HBS,Men,in a relationship,10th,yes,3,3+,More than 1m,Joy,3.1,5.5,5
Xilio,Women,in a relationship,25th,yes,3,3+,Less than 150k,Meaningfulness+,3.2,8.3,7
IWF,Men,in a relationship,15th,yes,2,2,150k-250k,Life satisfaction,4.9,6,5
HBS,Men,single,1st,no,0,0,250k-500k,Joy,7.9,5.2,9
IWF,Women,single,30th,no,0,0,150k-250k,Joy,9.9,6.2,1
IWF,Women,single,15th,no,0,0,250k-500k,Meaningfulness,4.1,9.7,4
Xilio,Women,single,10th,no,0,0,500k-1m,Achievement,8.5,6.1,7
Xilio,Men,single,30th,yes,2,2,500k-1m,Achievement,0.8,9.8,5
Xilio,Men,in a relationship,15th,yes,2,2,150k-250k,Life satisfaction,8.1,5.1,8
IWF,Men,in a relationship,5th,no,0,0,250k-500k,Joy,0.3,5.3,10
Xilio,Men,in a relationship,25th,yes,3,3+,500k-1m,Achievement,9.3,10,4
IWF,Men,single,35th,no,0,0,250k-500k,Meaningfulness+,1.6,5.5,1
HBS,Women,in a relationship,1st,yes,2,2,150k-250k,Achievement,0.6,5.9,1
Xilio,Men,in a relationship,20th,yes,1,1,150k-250k,Achievement,5,8.1,7
Xilio,Men,single,5th,yes,1,1,150k-250k,Achievement,4.1,9.6,9
HBS,Women,in a relationship,40th+,yes,1,1,More than 1m,Life satisfaction,3.1,8.8,9
IWF,Men,single,15th,yes,1,1,More than 1m,Meaningfulness,1.3,6,8
HBS,Women,single,20th,yes,2,2,500k-1m,Achievement,2.2,5,8
HBS,Women,in a relationship,5th,yes,3,3+,150k-250k,Meaningfulness+,3.8,7.7,4
Xilio,Women,single,30th,yes,2,2,250k-500k,Meaningfulness+,5.4,10,4
IWF,Men,in a relationship,15th,yes,1,1,Less than 150k,Meaningfulness,3.4,8.1,10
IWF,Women,in a relationship,20th,yes,1,1,Less than 150k,Meaningfulness+,1.4,5.9,7
Xilio,Men,in a relationship,1st,no,0,0,250k-500k,Achievement,8.4,6,3
Xilio,Men,single,30th,no,0,0,150k-250k,Achievement,8.3,7,1
Xilio,Women,single,40th+,yes,3,3+,Less than 150k,Joy,5.1,6.4,10
IWF,Women,single,30th,no,0,0,250k-500k,Meaningfulness,2.7,7.4,3
IWF,Men,single,40th+,yes,3,3+,250k-500k,Joy,1.3,7.1,4
Xilio,Women,single,40th+,yes,3,3+,500k-1m,Life satisfaction,4.3,6.7,2
Xilio,Men,in a relationship,15th,no,0,0,Less than 150k,Meaningfulness,1.1,10,3
HBS,Men,in a relationship,30th,yes,2,2,More than 1m,Meaningfulness,1.8,6.3,9
IWF,Men,single,1st,no,0,0,150k-250k,Life satisfaction,1.3,5.2,5
Xilio,Women,single,35th,yes,2,2,More than 1m,Life satisfaction,7.1,7.6,7
IWF,Women,in a relationship,1st,yes,1,1,500k-1m,Meaningfulness,2.8,8.3,10
HBS,Men,single,1st,yes,3,3+,More than 1m,Meaningfulness,6.5,9.6,5
Xilio,Women,single,5th,yes,3,3+,250k-500k,Meaningfulness,8.5,9.4,1
IWF,Men,in a relationship,25th,no,0,0,500k-1m,Achievement,3.3,9.5,6
HBS,Men,single,35th,yes,2,2,More than 1m,Life satisfaction,3.6,7.4,6
IWF,Women,single,20th,yes,1,1,150k-250k,Life satisfaction,0.2,5.4,10
IWF,Women,single,30th,yes,2,2,Less than 150k,Joy,5.6,9.4,5
Xilio,Women,single,20th,yes,2,2,More than 1m,Joy,5.6,6.6,4
HBS,Men,single,5th,no,0,0,Less than 150k,Life satisfaction,1.6,6,4
IWF,Women,single,20th,no,0,0,More than 1m,Achievement,6.6,9.8,10
Xilio,Men,in a relationship,25th,yes,2,2,More than 1m,Joy,6.2,5.7,8
Xilio,Women,in a relationship,20th,yes,2,2,250k-500k,Meaningfulness,6.9,9.7,10
IWF,Women,single,30th,yes,2,2,More than 1m,Meaningfulness+,0.7,6.3,3
IWF,Men,in a relationship,25th,yes,2,2,150k-250k,Joy,8.5,5.8,3
Xilio,Women,in a relationship,20th,no,0,0,150k-250k,Life satisfaction,5.1,6.5,1
Xilio,Men,single,1st,no,0,0,Less than 150k,Meaningfulness,2.1,9.8,2
Xilio,Women,single,15th,yes,3,3+,150k-250k,Life satisfaction,9,5.6,4
IWF,Women,in a relationship,15th,no,0,0,150k-250k,Life satisfaction,2.3,5.8,10
HBS,Women,single,1st,yes,2,2,250k-500k,Meaningfulness+,1.8,9.3,5
Xilio,Women,in a relationship,30th,yes,2,2,Less than 150k,Achievement,1,6.3,2
IWF,Men,single,40th+,no,0,0,500k-1m,Achievement,5.8,9.9,7
HBS,Men,in a relationship,25th,yes,3,3+,150k-250k,Achievement,8,7.9,3
Xilio,Women,single,5th,no,0,0,150k-250k,Meaningfulness,0.2,6.6,5
HBS,Women,in a relationship,10th,yes,2,2,250k-500k,Joy,3.2,7.1,7
HBS,Women,in a relationship,15th,yes,2,2,250k-500k,Achievement,7.1,9.2,6
HBS,Men,in a relationship,20th,yes,2,2,150k-250k,Joy,2.1,5.2,7
IWF,Women,in a relationship,40th+,yes,3,3+,150k-250k,Achievement,7.6,5.4,9
HBS,Men,in a relationship,35th,yes,3,3+,150k-250k,Meaningfulness,4.8,5.5,10
IWF,Women,in a relationship,5th,no,0,0,150k-250k,Meaningfulness,8.4,7.4,3
Xilio,Women,in a relationship,40th+,yes,1,1,Less than 150k,Meaningfulness+,4.2,9,5
HBS,Women,in a relationship,5th,yes,3,3+,250k-500k,Achievement,7,7.8,3
HBS,Men,in a relationship,30th,yes,1,1,250k-500k,Joy,2.6,5,6
IWF,Women,in a relationship,15th,yes,3,3+,250k-500k,Joy,9.8,5.3,10
HBS,Women,in a relationship,30th,no,0,0,More than 1m,Meaningfulness,9.8,8.4,7
IWF,Women,single,25th,yes,3,3+,500k-1m,Meaningfulness,5.9,5.5,7
Xilio,Men,in a relationship,40th+,yes,1,1,150k-250k,Life satisfaction,2.3,5.4,3
Xilio,Women,in a relationship,15th,yes,3,3+,Less than 150k,Life satisfaction,4.8,9,8
Xilio,Men,in a relationship,20th,no,0,0,More than 1m,Joy,8.7,7.2,3
Xilio,Women,single,35th,no,0,0,150k-250k,Achievement,3.3,5.7,9
HBS,Women,in a relationship,10th,no,0,0,250k-500k,Joy,7.3,7.4,2
IWF,Women,in a relationship,10th,yes,2,2,500k-1m,Meaningfulness,4.7,9.1,3
Xilio,Men,in a relationship,15th,yes,1,1,500k-1m,Joy,9.7,9.5,7
Xilio,Women,single,1st,no,0,0,500k-1m,Achievement,7,5.9,4
IWF,Men,single,30th,yes,3,3+,More than 1m,Life satisfaction,5.4,6.6,4
Xilio,Men,in a relationship,15th,yes,1,1,500k-1m,Achievement,7.2,8.7,3
IWF,Men,in a relationship,30th,no,0,0,500k-1m,Meaningfulness,5,6.5,7
HBS,Men,in a relationship,15th,yes,2,2,150k-250k,Meaningfulness,4.1,6.8,6
IWF,Women,single,15th,yes,2,2,250k-500k,Achievement,2.7,9,8
HBS,Men,single,20th,no,0,0,250k-500k,Life satisfaction,0.1,8.6,4
IWF,Men,in a relationship,10th,no,0,0,150k-250k,Joy,1.1,6.7,4
Xilio,Women,single,35th,yes,1,1,250k-500k,Meaningfulness+,5.2,6.5,8
IWF,Men,single,25th,yes,1,1,Less than 150k,Joy,3.8,8.4,4
Xilio,Men,single,30th,yes,1,1,150k-250k,Meaningfulness,7.4,5.4,10
HBS,Women,single,1st,yes,2,2,150k-250k,Life satisfaction,2.8,9.2,7
HBS,Men,in a relationship,1st,yes,1,1,Less than 150k,Joy,0.6,6.5,7
Xilio,Women,in a relationship,35th,no,0,0,500k-1m,Joy,3,6.1,8
IWF,Men,in a relationship,5th,yes,2,2,Less than 150k,Meaningfulness+,5.8,8,6
HBS,Women,in a relationship,30th,yes,1,1,More than 1m,Meaningfulness+,6.5,8.9,9
HBS,Women,in a relationship,40th+,yes,1,1,Less than 150k,Joy,1.2,9.5,7
Xilio,Men,single,15th,yes,1,1,250k-500k,Meaningfulness+,3.3,6.8,9
Xilio,Men,in a relationship,15th,yes,2,2,More than 1m,Meaningfulness+,4.3,9.2,6
HBS,Men,in a relationship,5th,no,0,0,500k-1m,Meaningfulness,0,8.4,9
HBS,Men,in a relationship,30th,yes,1,1,150k-250k,Meaningfulness,2.4,8.3,2
Xilio,Women,single,20th,yes,3,3+,More than 1m,Joy,4.2,6.7,2
HBS,Men,single,30th,yes,2,2,250k-500k,Life satisfaction,5.2,6.3,8
IWF,Women,in a relationship,5th,yes,3,3+,Less than 150k,Achievement,5.7,9.7,3
IWF,Men,single,25th,yes,2,2,500k-1m,Meaningfulness+,7.2,6.5,9
IWF,Men,single,35th,yes,1,1,Less than 150k,Meaningfulness,4.7,9.2,2
HBS,Women,in a relationship,10th,yes,1,1,500k-1m,Joy,2.8,8.7,6
Xilio,Men,in a relationship,25th,yes,1,1,500k-1m,Achievement,5.8,7.1,4
Xilio,Men,in a relationship,15th,yes,2,2,250k-500k,Life satisfaction,8.4,7.9,7
HBS,Men,in a relationship,5th,yes,2,2,More than 1m,Joy,3.3,5,3
Xilio,Men,single,40th+,yes,3,3+,150k-250k,Joy,8,6,5
HBS,Men,in a relationship,15th,no,0,0,150k-250k,Achievement,8.3,9.5,10
HBS,Men,single,1st,yes,3,3+,More than 1m,Joy,9.1,8.2,4
Xilio,Women,single,20th,yes,1,1,500k-1m,Achievement,3.7,7.1,5
Xilio,Men,in a relationship,1st,yes,3,3+,250k-500k,Meaningfulness,1.9,7.7,8
HBS,Women,single,20th,yes,2,2,150k-250k,Achievement,3.2,5.5,8
IWF,Men,single,10th,yes,2,2,More than 1m,Meaningfulness+,1.9,9.6,9
Xilio,Men,in a relationship,5th,yes,1,1,250k-500k,Meaningfulness+,8.2,7.7,6
HBS,Men,in a relationship,15th,yes,2,2,150k-250k,Life satisfaction,8.9,6.4,2
Xilio,Men,in a relationship,5th,yes,1,1,150k-250k,Meaningfulness+,8.8,7.5,5
HBS,Men,single,20th,yes,1,1,250k-500k,Meaningfulness,4.3,5.9,10
Xilio,Women,in a relationship,1st,yes,1,1,250k-500k,Life satisfaction,3.4,6.6,10
Xilio,Men,single,30th,no,0,0,150k-250k,Meaningfulness+,4.3,6.2,8
Xilio,Men,single,1st,yes,1,1,150k-250k,Achievement,4.5,9.2,9
Xilio,Women,single,5th,yes,1,1,500k-1m,Meaningfulness+,2.6,8.2,3
Xilio,Women,single,35th,no,0,0,250k-500k,Meaningfulness+,2.4,6,1
Xilio,Women,single,35th,no,0,0,More than 1m,Meaningfulness+,4.1,8.1,2
Xilio,Men,single,40th+,yes,3,3+,250k-500k,Life satisfaction,5.5,7.9,3
Xilio,Women,single,25th,yes,1,1,More than 1m,Achievement,4,6.5,9
HBS,Women,single,35th,yes,1,1,250k-500k,Achievement,9.6,5.5,7
Xilio,Men,in a relationship,25th,no,0,0,150k-250k,Joy,3.1,6,1
HBS,Women,in a relationship,10th,no,0,0,150k-250k,Life satisfaction,8.1,8.2,8
HBS,Men,in a relationship,20th,yes,1,1,250k-500k,Achievement,4.8,5.8,5
HBS,Men,in a relationship,35th,yes,2,2,More than 1m,Joy,7.4,8.1,10
HBS,Women,in a relationship,10th,no,0,0,250k-500k,Meaningfulness,7.1,7.1,8
Xilio,Men,in a relationship,25th,yes,2,2,150k-250k,Meaningfulness,6.8,5.3,6
IWF,Women,in a relationship,40th+,no,0,0,More than 1m,Meaningfulness,7.8,7.4,4
Xilio,Men,in a relationship,25th,yes,3,3+,500k-1m,Joy,4.2,6.8,2
Xilio,Men,in a relationship,5th,yes,2,2,500k-1m,Achievement,9.1,9.3,1
IWF,Women,single,40th+,yes,1,1,500k-1m,Achievement,0.5,8.8,4
HBS,Women,single,15th,yes,1,1,150k-250k,Meaningfulness+,1.6,9.8,9
IWF,Men,single,10th,yes,1,1,Less than 150k,Joy,7.7,9.4,6
HBS,Men,single,40th+,no,0,0,500k-1m,Meaningfulness,5.7,6.9,4
Xilio,Men,in a relationship,5th,no,0,0,More than 1m,Joy,5.6,8.5,2
Xilio,Women,single,5th,no,0,0,Less than 150k,Life satisfaction,9.1,8.6,4
Xilio,Men,single,35th,no,0,0,More than 1m,Achievement,3,6.8,9
Xilio,Men,single,10th,yes,2,2,250k-500k,Joy,2.5,7.5,4
HBS,Men,in a relationship,20th,yes,3,3+,Less than 150k,Meaningfulness+,9.1,9.9,3
IWF,Women,in a relationship,10th,no,0,0,More than 1m,Life satisfaction,8.1,5.2,7
Xilio,Women,single,35th,yes,3,3+,Less than 150k,Joy,8,6.6,6
Xilio,Women,in a relationship,5th,yes,3,3+,More than 1m,Joy,0.6,7.9,5
Xilio,Women,in a relationship,1st,yes,1,1,500k-1m,Achievement,8.9,5.6,10
IWF,Men,single,30th,no,0,0,500k-1m,Achievement,6.5,7.2,6
IWF,Men,in a relationship,10th,yes,3,3+,Less than 150k,Meaningfulness,7.7,6.3,10
HBS,Women,single,40th+,yes,2,2,250k-500k,Achievement,2.6,9.4,1
HBS,Women,in a relationship,10th,yes,3,3+,150k-250k,Joy,2.2,9.6,2
IWF,Women,single,25th,no,0,0,500k-1m,Life satisfaction,2,7.7,4
IWF,Men,single,5th,yes,2,2,500k-1m,Meaningfulness,4,6.7,10
Xilio,Men,single,10th,yes,1,1,500k-1m,Meaningfulness,7.7,8.5,1
HBS,Men,in a relationship,10th,yes,1,1,More than 1m,Meaningfulness,0.3,8.5,10
HBS,Women,single,25th,yes,3,3+,150k-250k,Meaningfulness,3.7,9.2,9
HBS,Men,single,25th,yes,2,2,250k-500k,Joy,4.2,9.7,6
Xilio,Women,in a relationship,1st,yes,1,1,150k-250k,Joy,1.6,9.8,9
IWF,Men,in a relationship,10th,yes,3,3+,More than 1m,Meaningfulness+,0.4,6.8,6
HBS,Men,single,15th,yes,1,1,More than 1m,Joy,4.1,6.1,5
Xilio,Women,in a relationship,1st,no,0,0,More than 1m,Life satisfaction,5.4,6.3,6
Xilio,Men,single,20th,yes,3,3+,500k-1m,Achievement,2,8,8
Xilio,Women,in a relationship,10th,yes,3,3+,150k-250k,Life satisfaction,5.6,6.6,8
IWF,Men,single,1st,yes,3,3+,150k-250k,Meaningfulness+,0.2,6,8
IWF,Women,in a relationship,5th,yes,2,2,150k-250k,Meaningfulness+,2.7,10,2
Xilio,Men,single,30th,yes,2,2,250k-500k,Joy,8.4,5,6
Xilio,Women,single,5th,yes,2,2,500k-1m,Meaningfulness+,4.9,6.1,10
IWF,Men,single,30th,no,0,0,250k-500k,Joy,4.6,5.3,1
IWF,Men,in a relationship,1st,yes,1,1,150k-250k,Achievement,0.5,8.1,5
Xilio,Men,single,10th,no,0,0,250k-500k,Meaningfulness,0.9,8.8,10
HBS,Men,single,20th,yes,3,3+,500k-1m,Achievement,6.5,9.1,6
Xilio,Women,single,15th,yes,1,1,500k-1m,Life satisfaction,2.7,9.5,3
Xilio,Men,in a relationship,5th,yes,3,3+,More than 1m,Achievement,9.7,5.6,1
IWF,Women,single,20th,no,0,0,Less than 150k,Achievement,8,6.2,3
HBS,Men,single,35th,no,0,0,250k-500k,Achievement,7.3,8.3,5
Xilio,Women,in a relationship,5th,no,0,0,More than 1m,Life satisfaction,4.1,8.1,10
IWF,Men,single,5th,yes,1,1,More than 1m,Joy,9.6,9.2,9
HBS,Women,single,20th,yes,3,3+,500k-1m,Joy,9.8,6.6,2
Xilio,Women,in a relationship,35th,yes,2,2,500k-1m,Meaningfulness,4.4,7.5,4
HBS,Women,in a relationship,5th,yes,3,3+,250k-500k,Joy,4.3,7.9,10
Xilio,Women,single,25th,yes,2,2,150k-250k,Joy,3.9,6.1,5
HBS,Women,in a relationship,35th,yes,3,3+,Less than 150k,Meaningfulness,7.9,6.5,8
Xilio,Women,single,15th,yes,1,1,Less than 150k,Life satisfaction,8.7,7.1,7
HBS,Men,in a relationship,15th,yes,1,1,500k-1m,Life satisfaction,9.1,8.5,7
HBS,Women,in a relationship,10th,yes,3,3+,More than 1m,Joy,6.9,8.2,2
HBS,Women,single,5th,no,0,0,More than 1m,Achievement,0,8.7,4
IWF,Men,in a relationship,1st,yes,3,3+,More than 1m,Joy,7.9,6.5,9
Xilio,Women,single,30th,yes,2,2,More than 1m,Achievement,8.3,9.8,6
IWF,Men,single,10th,yes,2,2,250k-500k,Life satisfaction,4.5,8.8,3
HBS,Women,single,35th,yes,3,3+,250k-500k,Achievement,1.5,9.3,6
