id,group,gender,relationship_status,reunion_class,reunion_class_levels,n_children,children_range,children_range_levels,with_child,with_child_levels,income,working_range_levels,income_range,income_range_levels,achievement,achievement_min,joy,joy_min,meaningfulness,meaningfulness_work,meaningfulness_min,life_satisfaction,tqi,working_hours,working_range,reading_hours,catching_up_hours,social_media_hours,watching_tv_hours,exercising_hours,sleeping_hours,care_giving_hours,parting_hosting_hours,industry_graduation,industry_current,eating_with_family_hours,eating_with_others_hours,eating_alone_hours,watching_TV_with_family_hours,watching_TV_with_others_hours,watching_TV_alone_hours,hanging_out_alone_hours,hanging_out_with_family_hours,hanging_out_with_others_hours,chores_alone_hours,chores_with_others_hours,chores_with_family_hours,commuting_alone_hours,hobbies_hours,school_learning_hours,job_searching_hours,gaming_hours,napping_hours,therapy_hours,side_projects_hours,volunteering_hours,hobbies_subj_value,school_learning_subj_value,job_searching_subj_value,gaming_subj_value,napping_subj_value,therapy_subj_value,side_projects_subj_value,volunteering_subj_value,jam_type_distribution,achievement_behavioral,achievement_perceived,joy_gap,achievement_gap,meaningfulness_gap
241,Xilio,Men,In a relationship,30th,7,2,2,3,yes,1,2718130,3,More than 1M,5,26,75,50,86,22,75,92,5.9,5.9,52,45 - 55,8,7,1,11,1,50,16,6,Tech,Other,2.8,2.6,2.4,1.2,2,2.9,2.8,2.5,2.1,1,1.6,0.7,0.3,9.5,21.7,7.9,8.3,4.7,2,9.2,4.1,2.35,2.47,2,1.05,1.7,2.45,2.3,2.05,Triumvirate,67,68,-7,-18,1
242,Xilio,Women,In a relationship,10th,3,0,0,1,no,2,3704515,2,More than 1M,5,54,42,29,11,93,42,58,7.4,7.4,36,35 - 45,7,0,10,10,15,51,2,2,Healthcare,Finance,2.9,2.3,0.1,1.3,1.2,1.3,0.3,2.7,2,2.1,0.6,2.6,0.2,9.6,19.4,0.3,8.6,2.8,0.8,0.9,4.5,2.4,2.48,0.1,1.05,1,1.05,0.25,2.25,Triumvirate,19,37,-22,-7,-10
243,IWF,Women,Married,15th,4,4,3+,4,yes,1,1609159,2,More than 1M,5,47,24,16,34,84,24,35,5.2,5.2,40,35 - 45,7,2,3,6,0,53,0,9,Healthcare,Consulting,2.7,2.3,1.7,1.6,2.3,1.5,1.6,0.4,0.1,2.1,1.4,0.5,2.6,9.2,19.3,5.8,10.8,5.3,1,5.4,0.6,2.3,2.46,1.45,1.35,1.9,1.25,1.35,0.3,Joyful Striver,20,54,0,16,-20
244,HBS,Men,In a relationship,10th,3,2,2,3,yes,1,937317,4,500K - 1M,4,78,55,71,30,59,55,88,4.5,4.5,79,Over 55,4,9,6,8,14,51,13,9,Tech,Healthcare,1.1,2.5,3,2.1,1.4,2.7,2.2,1.6,1.2,2.1,1,1.3,2.8,4.3,21.1,10,13.9,3.2,1.8,7.4,2.7,0.95,2.19,2.5,1.75,1.15,2.25,1.85,1.35,Flourisher,71,85,12,-25,14
245,IWF,Men,Single,25th,6,1,1,2,yes,1,2515367,3,More than 1M,5,57,81,19,59,32,81,49,5.4,5.4,47,45 - 55,6,9,3,11,6,50,8,5,Consulting,Consulting,0,2.3,2.6,2.1,1.2,2.2,2.3,0.9,1,1.5,0.8,0.6,0.3,1.1,19,8.6,14,2.9,1.4,7.6,1.4,0.05,2.01,2.15,1.75,1.05,1.8,1.9,0.7,Purposeful Striver,52,14,16,3,-13
246,HBS,Women,Married,10th,3,0,0,1,no,2,4545488,3,More than 1M,5,60,27,25,26,51,27,56,8.3,8.3,53,45 - 55,4,3,1,6,12,53,14,2,Consulting,Healthcare,2.8,1.9,1.6,0.5,2.8,1.7,1.8,0.1,2,2.7,2.9,2.3,0.3,9.4,15.7,5.2,3.4,6.5,1.2,6.1,0.2,2.3,2.46,1.3,0.45,2.35,1.45,1.5,0.1,Flourisher,33,55,6,19,9
247,HBS,Women,In a relationship,5th,2,2,2,3,yes,1,698234,3,500K - 1M,4,57,88,99,55,89,88,98,3.6,3.6,47,45 - 55,1,6,7,1,9,48,17,4,Healthcare,Other,1.3,0.4,0.2,1.5,0.8,2.4,0.5,2,0.6,1.5,0.5,1.4,0.1,4.9,3.3,0.6,10,1.8,1.6,1.7,3.3,1.05,2.21,0.15,1.25,0.65,2,0.4,1.65,Purpose Seeker,40,48,13,9,-7
248,HBS,Men,In a relationship,15th,4,0,0,1,no,2,408480,4,250K – 500K,3,53,89,64,64,70,89,55,3.1,3.1,77,Over 55,4,9,0,1,6,54,10,4,Tech,Consulting,2.9,0.1,2.5,1.2,0.4,2.6,2.4,2.6,1.8,1.4,2.4,1.1,0.3,9.7,0.8,8.3,8.2,0.8,1.7,8,4.3,2.4,2.48,2.1,1.05,0.3,2.15,2,2.15,Joyful Striver,39,82,19,14,-14
249,HBS,Women,Single,10th,3,1,1,2,yes,1,821971,4,500K - 1M,4,11,72,70,73,48,72,99,4.8,4.8,73,Over 55,8,3,3,1,7,51,17,7,Healthcare,Consulting,2.9,2.8,1.8,2.6,1.8,1.4,2.2,0.5,2.7,0.6,3,1.1,0.6,9.7,23,6,17.4,4.1,0.9,7.2,0.8,2.4,2.48,1.5,2.2,1.45,1.15,1.8,0.4,Flourisher,82,7,20,-12,-10
250,IWF,Women,In a relationship,1st,1,3,3+,4,yes,1,531157,4,500K - 1M,4,68,17,70,40,45,17,50,3.8,3.8,65,Over 55,7,3,10,7,11,55,19,4,Consulting,Other,2.6,1.8,0.3,1.9,2.9,1.4,0.3,2.4,2.4,0.9,0.1,2.6,2.9,8.7,15.4,1.1,12.6,6.8,1,0.9,4.1,2.15,2.43,0.3,1.6,2.4,1.2,0.2,2.05,Triumvirate,1,74,10,9,17
251,Xilio,Men,Married,1st,1,1,1,2,yes,1,4408727,2,More than 1M,5,42,88,48,58,46,88,57,7.7,7.7,43,35 - 45,9,5,0,3,4,48,18,0,Consulting,Tech,0.9,2.4,0.3,1.6,1.1,1.2,1.4,2.6,2.8,0.1,2.1,1.7,2,3.7,19.9,0.9,10.7,2.6,0.8,4.6,4.3,0.75,2.15,0.25,1.35,0.95,0.95,1.15,2.15,Flourisher,11,7,14,19,-16
252,HBS,Women,Married,10th,3,4,3+,4,yes,1,4154499,3,More than 1M,5,31,65,95,24,35,65,71,8.4,8.4,53,45 - 55,6,9,7,10,9,53,8,1,Consulting,Healthcare,1.2,1.4,2.7,0.3,0.2,2.9,0.5,2.7,2.9,1.9,0.8,2.2,2.3,4.5,12,9.1,2.3,0.4,1.9,1.7,4.6,0.95,2.19,2.25,0.3,0.15,2.4,0.45,2.3,Joy Seeker,57,33,11,-6,-1
253,IWF,Men,In a relationship,40th+,9,4,3+,4,yes,1,2643501,4,More than 1M,5,46,15,27,17,57,15,25,7.2,7.2,59,Over 55,2,0,1,11,14,54,10,0,Tech,Finance,2.6,0.4,2,1.8,1,2.1,1,0.8,0,0.7,0.1,2.7,2.3,8.7,2.9,6.7,12.1,2.4,1.4,3.4,1.3,2.15,2.43,1.65,1.5,0.85,1.75,0.85,0.65,Purposeful Striver,89,23,7,-13,-6
254,IWF,Men,Married,10th,3,0,0,1,no,2,2951944,1,More than 1M,5,74,80,27,30,72,80,96,7,7,33,0 - 35,0,0,4,8,2,53,0,9,Healthcare,Consulting,1,0.4,2.5,0.4,1.5,0.2,0.1,2.7,1.9,0.9,1.2,2.7,1.6,3.9,3.1,8.3,2.3,3.5,0.2,0.2,4.5,0.8,2.16,2.05,0.3,1.25,0.2,0.05,2.25,Triumvirate,50,85,10,12,5
255,IWF,Women,Single,10th,3,2,2,3,yes,1,4357576,2,More than 1M,5,68,89,76,51,29,89,37,7.5,7.5,45,35 - 45,9,4,1,11,13,50,18,6,Healthcare,Tech,0.5,2.1,2.6,1,0.5,2.6,1.2,1,1.2,2.3,2.8,1,2.4,2.5,17.1,8.8,6.7,1.1,1.7,4,1.6,0.4,2.08,2.2,0.85,0.4,2.15,1,0.8,Striver,23,19,-23,20,-22
256,Xilio,Women,Married,5th,2,0,0,1,no,2,4992140,4,More than 1M,5,45,57,33,97,88,57,24,8.8,8.8,61,Over 55,8,0,2,8,5,55,18,0,Finance,Consulting,1.7,1.3,1.7,0.4,2,1.4,1.6,1.7,2.6,1,0,2.9,1.8,6,10.8,5.7,2.9,4.6,1,5.5,2.8,1.4,2.28,1.45,0.35,1.65,1.2,1.35,1.4,Flourisher,31,19,-17,-18,18
257,IWF,Women,Single,5th,2,3,3+,4,yes,1,3113153,4,More than 1M,5,20,89,95,82,22,89,84,7.4,7.4,79,Over 55,3,9,2,1,5,49,18,1,Tech,Other,2.8,0.6,1.6,2.1,3,0.2,1.9,0.2,0.8,0.7,1.8,0.1,0.9,9.4,5,5.2,13.8,7,0.1,6.2,0.3,2.35,2.47,1.3,1.75,2.5,0.15,1.55,0.15,Purpose Seeker,42,36,-18,17,-3
258,IWF,Men,Single,25th,6,0,0,1,no,2,2829487,4,More than 1M,5,41,29,45,22,36,29,35,6,6,65,Over 55,8,5,1,9,13,48,12,8,Healthcare,Tech,2.1,1.5,1.3,0.6,1.4,1.6,2,0.1,2.9,0.5,1.5,1.1,1.7,7.3,12.3,4.3,4.1,3.2,1.1,6.6,0.2,1.75,2.35,1.1,0.5,1.15,1.35,1.65,0.1,Purpose Seeker,7,29,7,-6,-24
259,HBS,Women,Single,20th,5,3,3+,4,yes,1,2934941,4,More than 1M,5,66,84,39,82,77,84,93,6.7,6.7,78,Over 55,0,3,9,10,14,53,4,8,Consulting,Other,1.7,0.2,1,1.2,1.1,1.3,2.5,2.2,1.8,2.3,2.6,2.7,1.6,6.1,1.6,3.2,7.8,2.5,0.8,8.4,3.6,1.45,2.29,0.8,1,0.9,1.05,2.1,1.8,Triumvirate,16,60,-20,7,-4
260,Xilio,Women,Single,30th,7,0,0,1,no,2,2130021,4,More than 1M,5,73,20,34,82,73,20,93,5.9,5.9,61,Over 55,8,3,6,5,13,48,10,0,Finance,Tech,0.3,1.7,1.3,2.7,1.2,2.6,0.6,1.3,2.4,0.4,0.3,0.8,2.5,1.9,14.5,4.3,17.9,2.8,1.8,2.2,2.2,0.25,2.05,1.1,2.25,1,2.2,0.55,1.1,Triumvirate,90,82,15,0,11
261,IWF,Men,Married,15th,4,2,2,3,yes,1,1390828,4,More than 1M,5,78,50,64,73,14,50,60,4.2,4.2,71,Over 55,1,3,6,0,15,51,2,3,Healthcare,Healthcare,1.8,0.8,2.3,0.6,0.3,0.6,0.4,0.8,0.3,1.4,2,0.8,2.9,6.5,6.7,7.7,4.1,0.8,0.4,1.2,1.3,1.55,2.31,1.95,0.5,0.3,0.5,0.3,0.65,Joy Seeker,60,2,13,13,-18
262,Xilio,Men,Married,40th+,9,3,3+,4,yes,1,648467,4,500K - 1M,4,20,76,95,36,21,76,84,3.7,3.7,64,Over 55,5,8,9,0,7,48,18,6,Other,Tech,3,2.4,1.8,1.5,2.6,2.5,2.6,0.6,0.6,1.5,2,0.9,1.2,9.9,19.9,6,10.2,6.2,1.7,8.5,1,2.5,2.5,1.5,1.25,2.2,2.05,2.15,0.5,Flourisher,2,1,-22,-5,-19
263,Xilio,Women,Married,10th,3,2,2,3,yes,1,2165619,3,More than 1M,5,37,23,37,32,21,23,93,4,4,51,45 - 55,2,10,8,6,4,55,15,9,Tech,Finance,0.4,0.9,2.7,1.3,1.2,1.7,0.5,2,2.3,2.1,2,1.8,2.3,2.3,7.8,8.9,8.4,2.9,1.1,1.6,3.3,0.35,2.07,2.25,1.05,1.05,1.4,0.4,1.65,Purpose Seeker,1,47,-13,16,-12
264,Xilio,Men,In a relationship,30th,7,0,0,1,no,2,3985488,4,More than 1M,5,11,78,88,77,79,78,12,7.3,7.3,70,Over 55,0,1,0,5,2,48,9,9,Healthcare,Healthcare,1.6,1.4,1.3,0.1,1.2,0.2,2.9,0,0.1,1.9,2.8,1.3,0.3,5.7,11.4,4.4,0.4,2.7,0.1,9.7,0,1.3,2.26,1.1,0.05,0.95,0.15,2.45,0,Joy Seeker,48,69,-24,17,-23
265,HBS,Women,Married,25th,6,4,3+,4,yes,1,4704351,2,More than 1M,5,55,90,87,58,79,90,87,8.5,8.5,41,35 - 45,1,6,3,9,2,55,6,4,Other,Other,2.6,0,1.8,2.4,2,2.9,2.5,2.4,2.5,2.4,2.5,2.2,2.3,8.9,0.3,6.1,15.9,4.6,1.9,8.4,4,2.2,2.44,1.5,2,1.65,2.45,2.1,2,Purposeful Striver,12,20,-21,15,-10
266,Xilio,Women,Single,15th,4,0,0,1,no,2,1737923,2,More than 1M,5,43,27,75,18,65,27,63,4.4,4.4,42,35 - 45,0,0,7,4,14,51,7,0,Healthcare,Tech,2.2,0.2,1.9,0.2,1.3,1.5,1.5,0.2,0,0.1,0.1,2.7,1.1,7.7,1.8,6.3,1.4,3.1,1,5,0.4,1.85,2.37,1.6,0.15,1.1,1.3,1.25,0.2,Purpose Seeker,69,11,18,-17,-7
267,HBS,Men,Married,40th+,9,3,3+,4,yes,1,158391,3,150K – 250K,2,96,72,64,22,47,72,70,4,4,53,45 - 55,2,7,6,0,1,49,12,1,Consulting,Healthcare,2.1,1.2,1.8,1.4,1.9,0.9,2.9,0.6,2,0.9,1.4,2,0.1,7.3,9.8,5.9,9.5,4.5,0.6,9.8,1,1.75,2.35,1.5,1.2,1.6,0.75,2.45,0.5,Joy Seeker,37,2,1,-2,-8
268,Xilio,Women,Single,1st,1,2,2,3,yes,1,1047026,4,More than 1M,5,19,81,69,97,17,81,35,3.5,3.5,77,Over 55,9,2,3,1,11,48,2,7,Finance,Other,2.1,1.4,2.1,1.7,0.2,1.4,0.3,1.2,1.1,0.8,1.2,0.6,1.1,7.3,12,7,11.2,0.4,0.9,1,1.9,1.75,2.35,1.75,1.4,0.15,1.15,0.25,0.95,Joy Seeker,32,67,6,11,-10
269,IWF,Men,Single,5th,2,3,3+,4,yes,1,4331754,1,More than 1M,5,72,53,41,28,91,53,36,8,8,35,0 - 35,10,6,4,9,15,48,16,8,Consulting,Other,1.1,1.8,0.7,1.9,2.4,2.6,0.9,1.5,1.8,0.4,0.9,2.8,1.8,4.2,15,2.4,12.6,5.7,1.7,3,2.4,0.9,2.18,0.6,1.55,2.05,2.15,0.75,1.2,Flourisher,9,87,-5,15,-18
270,Xilio,Men,Single,25th,6,0,0,1,no,2,2299042,4,More than 1M,5,44,62,51,90,53,62,67,5.8,5.8,56,Over 55,8,1,10,3,9,54,7,6,Consulting,Healthcare,0.9,0.9,1.5,2.1,2.8,0.9,1.9,1.1,2.1,0.9,1.4,0.8,0.4,3.6,7.3,5.1,13.8,6.6,0.6,6.4,1.8,0.75,2.15,1.3,1.7,2.35,0.75,1.6,0.9,Purposeful Striver,19,12,-18,-9,7
271,HBS,Men,Married,5th,2,0,0,1,no,2,2013509,4,More than 1M,5,84,89,24,88,51,89,35,6.1,6.1,79,Over 55,1,5,9,5,0,48,9,9,Other,Other,2.4,2.1,0.3,0.8,1.9,0.6,1.1,1,1,0.9,1.2,0.4,2.8,8.3,17.4,1,5.1,4.5,0.4,3.5,1.6,2,2.4,0.25,0.65,1.6,0.5,0.9,0.8,Joyful Striver,48,20,12,-2,-14
272,HBS,Men,In a relationship,10th,3,0,0,1,no,2,146381,2,Less than 150K,1,78,65,94,65,10,65,95,2.4,2.4,41,35 - 45,8,2,8,11,15,54,15,3,Finance,Finance,2.4,2.6,1.2,0,2.9,0.4,2.8,2.9,0.3,1.6,1.3,0.3,0.2,8.3,21.5,3.8,0.2,6.7,0.3,9.3,4.8,2.05,2.41,0.95,0,2.4,0.3,2.3,2.4,Triumvirate,80,5,-18,-5,-15
273,Xilio,Men,Single,30th,7,4,3+,4,yes,1,1551701,4,More than 1M,5,13,67,69,79,43,67,87,5.4,5.4,72,Over 55,6,9,5,2,9,54,9,1,Other,Tech,2.6,2.3,1.5,2.2,0.5,0.9,0.2,1.9,0.2,2,2.9,1.7,2.8,8.8,19.5,4.9,14.5,1.1,0.6,0.7,3.2,2.15,2.43,1.2,1.8,0.4,0.75,0.15,1.6,Joyful Striver,3,37,-23,13,-21
274,Xilio,Men,Single,30th,7,1,1,2,yes,1,1650197,4,More than 1M,5,49,98,38,17,92,98,98,5,5,69,Over 55,5,8,2,5,12,54,4,7,Consulting,Consulting,2.7,0.1,2,1.6,1.4,2.3,1.6,0.1,1.8,1.1,0.3,0.3,2.1,9.2,1,6.5,10.7,3.3,1.6,5.5,0.1,2.3,2.46,1.65,1.35,1.2,1.95,1.35,0.05,Joyful Striver,20,38,18,15,1
275,HBS,Women,Single,10th,3,0,0,1,no,2,2261660,4,More than 1M,5,92,54,39,65,73,54,36,5.2,5.2,58,Over 55,1,0,9,6,0,54,1,6,Consulting,Healthcare,1.5,1.4,2.9,2.5,1.8,1.4,1.8,1.3,1.6,2.2,2.8,0.4,1,5.6,12,9.5,16.7,4.2,0.9,5.9,2.2,1.3,2.26,2.4,2.1,1.5,1.2,1.5,1.1,Joy Seeker,24,9,-23,13,-14
276,HBS,Women,Single,15th,4,3,3+,4,yes,1,1808226,4,More than 1M,5,96,27,72,45,67,27,26,5.4,5.4,56,Over 55,5,7,10,3,7,49,16,0,Tech,Other,1.5,0.3,1.8,2.5,1.7,0.7,2,2.6,2.2,1,1.4,0.9,1.2,5.5,2.6,6,16.4,4.1,0.5,6.5,4.4,1.25,2.25,1.5,2.05,1.45,0.55,1.65,2.2,Striver,54,53,-4,-13,-9
277,Xilio,Women,In a relationship,5th,2,4,3+,4,yes,1,1229386,4,More than 1M,5,89,41,57,28,10,41,39,4.5,4.5,63,Over 55,2,7,5,11,7,52,11,7,Tech,Healthcare,2.4,0.7,2.2,2.5,1.2,0.5,0.8,0.9,1.5,0.9,1.9,0.8,2.2,8.2,6.1,7.4,16.9,2.8,0.3,2.6,1.5,2,2.4,1.85,2.1,1,0.4,0.65,0.75,Purpose Seeker,33,44,-20,-15,-20
278,Xilio,Women,In a relationship,1st,1,0,0,1,no,2,3468618,4,More than 1M,5,67,55,94,88,31,55,86,6.9,6.9,80,Over 55,7,8,9,0,4,52,4,9,Finance,Tech,1.9,3,1.5,1.5,1,1,1.1,0.3,1.3,1.6,2.5,1.8,1.8,6.8,24.7,5.1,9.7,2.4,0.7,3.6,0.5,1.6,2.32,1.25,1.2,0.85,0.85,0.9,0.25,Triumvirate,24,86,-24,20,7
279,HBS,Men,Married,30th,7,0,0,1,no,2,2044484,1,More than 1M,5,19,82,30,82,99,82,81,5.5,5.5,34,0 - 35,9,2,7,7,6,51,4,7,Other,Consulting,2.1,0.4,1.9,1,0.4,2.8,2.5,2.3,1.2,0.1,1.1,2.5,2,7.3,3.6,6.3,6.7,0.9,1.9,8.4,3.8,1.75,2.35,1.6,0.85,0.3,2.35,2.1,1.9,Joy Seeker,75,24,-3,-7,-21
280,IWF,Women,In a relationship,5th,2,4,3+,4,yes,1,2967629,3,More than 1M,5,59,28,15,70,55,28,65,6.4,6.4,53,45 - 55,4,4,5,1,13,53,10,0,Finance,Finance,2.4,1.5,0.2,2.4,1.2,1,0.6,1.8,0.1,0.2,1.3,2.3,1.2,8.2,12.5,0.7,15.8,2.7,0.7,1.9,3,2,2.4,0.2,2,1,0.85,0.5,1.5,Joyful Striver,72,81,18,-15,2
281,Xilio,Men,In a relationship,15th,4,4,3+,4,yes,1,2487184,3,More than 1M,5,64,98,56,83,74,98,84,6,6,53,45 - 55,4,0,5,3,10,55,10,0,Healthcare,Healthcare,2.7,1.9,0.8,1.4,0.5,3,2.5,1.7,1,1.3,1.2,0.8,1.5,9,15.5,2.5,9,1.1,2,8.3,2.9,2.25,2.45,0.65,1.15,0.4,2.45,2.05,1.45,Purpose Seeker,36,74,-24,-13,-12
282,HBS,Men,Single,5th,2,2,2,3,yes,1,3173963,2,More than 1M,5,82,91,98,60,21,91,80,7.1,7.1,45,35 - 45,8,1,0,4,1,48,2,7,Consulting,Tech,1,2.1,1.1,0.6,2.2,1.5,1.7,0.2,2.9,2.8,1.1,0.7,3,4,17.6,3.6,3.7,5.1,1,5.6,0.3,0.85,2.17,0.9,0.45,1.85,1.2,1.4,0.15,Joyful Striver,38,30,12,20,-21
283,HBS,Women,Married,10th,3,4,3+,4,yes,1,4133022,4,More than 1M,5,94,77,43,11,17,77,46,8.8,8.8,63,Over 55,8,10,10,5,6,50,2,6,Finance,Other,1.1,1.7,1.4,2.6,0.6,0.5,2.3,0.4,2.6,2.2,2.8,2.9,0.6,4.4,14,4.7,17.1,1.5,0.4,7.6,0.7,0.95,2.19,1.2,2.15,0.5,0.45,1.9,0.35,Joy Seeker,84,59,-9,19,7
284,IWF,Women,Married,15th,4,0,0,1,no,2,1448175,4,More than 1M,5,60,33,41,60,89,33,33,4.1,4.1,78,Over 55,9,1,4,9,12,54,14,6,Tech,Tech,0.3,0,0.1,2.6,0.2,2.7,2.1,1.9,1,0.3,2.5,0,1.3,1.8,0.2,0.5,17.7,0.4,1.8,7.1,3.1,0.25,2.05,0.1,2.2,0.15,2.25,1.8,1.55,Striver,89,87,9,-25,15
285,IWF,Men,Married,25th,6,3,3+,4,yes,1,3836688,4,More than 1M,5,11,69,76,41,16,69,77,8.7,8.7,76,Over 55,9,1,3,6,4,51,1,8,Other,Finance,1.7,1,0.4,1.4,1.7,1.4,0.6,0.6,1.8,2.5,0.3,2.6,0.9,6.2,8.2,1.4,9.3,3.9,0.9,2.1,1,1.45,2.29,0.35,1.15,1.4,1.15,0.5,0.5,Striver,25,81,8,14,-7
286,HBS,Men,Single,20th,5,0,0,1,no,2,4954207,3,More than 1M,5,76,96,33,55,72,96,76,8,8,50,45 - 55,2,0,1,4,8,53,0,2,Other,Healthcare,0.1,1.6,0.8,0.2,1.8,2.1,1.7,1.5,2.5,2.2,0.3,0.6,2.3,1.3,12.9,2.8,1.5,4.2,1.4,5.7,2.5,0.1,2.02,0.7,0.2,1.5,1.75,1.4,1.25,Joy Seeker,18,81,-3,18,-4
287,Xilio,Men,Single,30th,7,4,3+,4,yes,1,3802962,4,More than 1M,5,43,23,15,77,26,23,12,7.5,7.5,63,Over 55,10,8,5,2,9,51,11,8,Healthcare,Other,1.4,0.3,2.9,1.2,2.6,3,2.6,1.6,1.3,1.8,1.3,2.8,2.3,5.2,2.2,9.7,7.8,6.1,2,8.7,2.7,1.15,2.23,2.45,0.95,2.2,2.45,2.15,1.35,Joy Seeker,82,14,4,-7,-21
288,Xilio,Men,Single,20th,5,4,3+,4,yes,1,4221423,2,More than 1M,5,61,33,74,40,87,33,37,8.4,8.4,36,35 - 45,5,4,2,0,14,53,4,7,Tech,Finance,1.6,1.1,1,2.4,1.7,0.2,1.3,0.9,0.1,2.5,0.3,1,0.9,5.9,8.8,3.3,16.1,4,0.1,4.3,1.4,1.35,2.27,0.85,2,1.45,0.15,1.1,0.7,Purposeful Striver,66,9,-18,-14,-24
289,Xilio,Men,In a relationship,30th,7,4,3+,4,yes,1,4071776,1,More than 1M,5,11,48,14,64,49,48,20,8,8,30,0 - 35,8,5,8,1,9,51,7,1,Healthcare,Other,0.9,0.1,1.4,2.7,1,0.3,2.9,2.8,0.2,1.2,1.9,1.3,0.2,3.6,0.8,4.8,18,2.4,0.2,9.7,4.7,0.7,2.14,1.2,2.25,0.85,0.25,2.4,2.35,Striver,54,40,-4,-18,4
290,IWF,Women,In a relationship,10th,3,4,3+,4,yes,1,2757423,1,More than 1M,5,34,46,37,88,64,46,96,6,6,33,0 - 35,1,6,8,11,6,51,8,8,Other,Other,1.8,0.2,0.6,0.6,2.4,2.2,1.4,2.5,1.5,0.7,0.4,2.1,0,6.3,2,2,4.1,5.6,1.4,4.5,4.2,1.5,2.3,0.5,0.5,2,1.8,1.15,2.1,Joy Seeker,35,66,18,-18,13
291,IWF,Women,Single,10th,3,1,1,2,yes,1,1790427,2,More than 1M,5,96,79,73,65,62,79,94,5,5,44,35 - 45,2,8,10,0,5,52,1,0,Tech,Consulting,0.1,1.2,1.8,0.2,1.6,0.8,0.4,2.2,2.9,1.5,1.6,1.8,1.3,1.3,9.9,6.1,1.3,3.8,0.6,1.4,3.6,0.1,2.02,1.55,0.15,1.35,0.7,0.35,1.8,Purposeful Striver,80,25,10,19,-22
292,Xilio,Men,Married,30th,7,0,0,1,no,2,4348427,2,More than 1M,5,55,68,86,94,10,68,57,8,8,45,35 - 45,1,4,8,7,6,52,15,2,Finance,Other,0.1,0.4,0.8,2.6,0.2,0.6,1.2,0.2,2.1,1.6,0,1,1.2,1.3,3.3,2.8,17.5,0.6,0.4,3.9,0.4,0.1,2.02,0.7,2.2,0.2,0.45,0.95,0.2,Triumvirate,61,73,-21,-14,7
293,Xilio,Women,Married,25th,6,2,2,3,yes,1,3481356,4,More than 1M,5,42,51,88,24,46,51,27,6.9,6.9,63,Over 55,4,2,2,2,15,48,3,8,Healthcare,Other,2.5,1.7,0.6,1.2,1.7,0.1,2.9,0.3,0.2,1.6,0.9,1.7,3,8.4,14.2,2.1,7.8,4,0.1,9.5,0.5,2.05,2.41,0.5,0.95,1.4,0.1,2.4,0.25,Triumvirate,41,22,-13,7,-13
294,IWF,Women,Married,10th,3,4,3+,4,yes,1,1161565,4,More than 1M,5,35,41,17,14,16,41,24,4.8,4.8,67,Over 55,10,8,5,6,0,52,4,7,Other,Other,1.1,2.1,1.5,1.6,2.7,0.1,1,1.5,0.6,1.7,2,2.2,1.4,4.2,17.2,5.2,10.8,6.4,0,3.2,2.5,0.9,2.18,1.3,1.35,2.25,0.05,0.8,1.25,Striver,33,4,3,19,-6
295,IWF,Men,In a relationship,10th,3,4,3+,4,yes,1,3474084,4,More than 1M,5,55,16,82,33,45,16,25,7.3,7.3,79,Over 55,5,3,2,4,14,49,19,6,Consulting,Other,0.4,2.4,0,2.9,1.2,2.3,2.6,0.5,2.3,2.8,1.5,0.1,0.8,2.1,20,0.1,19.4,2.8,1.5,8.7,0.8,0.3,2.06,0,2.4,1,1.95,2.15,0.4,Joyful Striver,68,26,5,0,-19
296,IWF,Men,In a relationship,1st,1,3,3+,4,yes,1,2957109,1,More than 1M,5,76,91,54,12,46,91,45,6.2,6.2,35,0 - 35,10,3,6,2,5,53,2,9,Consulting,Other,1.6,0.6,0,0.2,0.9,0.4,2.6,2.9,2.5,2.7,2.9,0,2.7,5.7,5,0.1,1.3,2.1,0.3,8.8,4.9,1.3,2.26,0,0.15,0.75,0.35,2.2,2.45,Purpose Seeker,33,58,-10,13,-11
297,IWF,Men,Married,10th,3,2,2,3,yes,1,4402578,4,More than 1M,5,47,70,88,61,64,70,22,8.7,8.7,66,Over 55,1,3,0,7,9,48,7,4,Consulting,Other,2.3,0.5,0.7,1.9,0.4,1.4,1.1,0.5,1.9,2.6,2.6,1.4,1.5,7.9,4.2,2.2,13,1,0.9,3.5,0.8,1.9,2.38,0.55,1.6,0.35,1.15,0.9,0.4,Purposeful Striver,14,29,16,2,-3
298,Xilio,Women,Single,40th+,9,3,3+,4,yes,1,2539079,4,More than 1M,5,89,60,75,36,41,60,19,6.2,6.2,71,Over 55,2,9,2,8,8,48,4,9,Tech,Tech,0.6,0.3,0.1,0.2,0.5,1.8,0.2,1.5,1.9,2.4,1.1,0.4,1.8,2.9,2.6,0.4,1.5,1.1,1.2,0.8,2.4,0.55,2.11,0.1,0.2,0.4,1.5,0.2,1.2,Joy Seeker,21,87,4,-21,-12
299,Xilio,Men,In a relationship,40th+,9,4,3+,4,yes,1,2917004,3,More than 1M,5,11,24,56,13,13,24,23,6.9,6.9,52,45 - 55,0,10,6,11,7,54,4,2,Consulting,Other,1.9,1.9,0.3,1.1,1.3,1.3,2.2,1.1,0.1,2.8,0.1,2,0.3,6.6,15.9,1.1,7.5,3,0.9,7.2,1.8,1.55,2.31,0.25,0.95,1.1,1.05,1.8,0.9,Triumvirate,48,37,-10,-18,-3
